cellType	gene
Astrocytes_FANTOM_2	PPP1R3C
Astrocytes_FANTOM_2	PTGIS
Astrocytes_FANTOM_2	PTN
Astrocytes_FANTOM_2	PTPRN
Astrocytes_FANTOM_2	RARRES1
Astrocytes_FANTOM_2	RARRES2
Astrocytes_FANTOM_2	RGS4
Astrocytes_FANTOM_2	CCL2
Astrocytes_FANTOM_2	CXCL12
Astrocytes_FANTOM_2	SFRP4
Astrocytes_FANTOM_2	SLC14A1
Astrocytes_FANTOM_2	SPARC
Astrocytes_FANTOM_2	TAGLN
Astrocytes_FANTOM_2	TGM2
Astrocytes_FANTOM_2	THY1
Astrocytes_FANTOM_2	TPM1
Astrocytes_FANTOM_2	TPM2
Astrocytes_FANTOM_2	TNFSF4
Astrocytes_FANTOM_2	VCAM1
Astrocytes_FANTOM_2	ADAM12
Astrocytes_FANTOM_2	MFAP5
Astrocytes_FANTOM_2	FZD7
Astrocytes_FANTOM_2	RGS5
Astrocytes_FANTOM_2	ADAM19
Astrocytes_FANTOM_2	CACNA1H
Astrocytes_FANTOM_2	DIRAS3
Astrocytes_FANTOM_2	CRLF1
Astrocytes_FANTOM_2	DHRS3
Astrocytes_FANTOM_2	ADAMTS2
Astrocytes_FANTOM_2	SEMA3E
Astrocytes_FANTOM_2	GFPT2
Astrocytes_FANTOM_2	LRRC17
Astrocytes_FANTOM_2	MYL9
Astrocytes_FANTOM_2	POSTN
Astrocytes_FANTOM_2	GLIPR1
Astrocytes_FANTOM_2	PADI2
Astrocytes_FANTOM_2	NID2
Astrocytes_FANTOM_2	SULF1
Astrocytes_FANTOM_2	MXRA5
Astrocytes_FANTOM_2	GREM1
Astrocytes_FANTOM_2	ANKRD1
Astrocytes_FANTOM_2	EFEMP2
Astrocytes_FANTOM_2	CPA4
Astrocytes_FANTOM_2	COPZ2
Astrocytes_FANTOM_2	DACT1
Astrocytes_FANTOM_2	MXRA8
Astrocytes_FANTOM_2	OLFML3
Astrocytes_FANTOM_2	RCN3
Astrocytes_FANTOM_2	XYLT1
Astrocytes_FANTOM_2	SLC12A8
Astrocytes_FANTOM_3	ACTA2
Astrocytes_FANTOM_3	ACTG2
Astrocytes_FANTOM_3	APLP1
Astrocytes_FANTOM_3	BGN
Astrocytes_FANTOM_3	C1S
Astrocytes_FANTOM_3	CDH11
Astrocytes_FANTOM_3	CLU
Astrocytes_FANTOM_3	CNN1
Astrocytes_FANTOM_3	COL1A1
Astrocytes_FANTOM_3	COL1A2
Astrocytes_FANTOM_3	COL3A1
Astrocytes_FANTOM_3	COL5A1
Astrocytes_FANTOM_3	COL5A2
Astrocytes_FANTOM_3	COL6A1
Astrocytes_FANTOM_3	COL6A2
Astrocytes_FANTOM_3	COL6A3
Astrocytes_FANTOM_3	COL8A2
Astrocytes_FANTOM_3	COL13A1
Astrocytes_FANTOM_3	VCAN
Astrocytes_FANTOM_3	DCN
Astrocytes_FANTOM_3	DIO2
Astrocytes_FANTOM_3	DPYSL3
Astrocytes_FANTOM_3	DUSP2
Astrocytes_FANTOM_3	FAP
Astrocytes_FANTOM_3	FBLN2
Astrocytes_FANTOM_3	FBN1
Astrocytes_FANTOM_3	FGG
Astrocytes_FANTOM_3	FLNC
Astrocytes_FANTOM_3	FN1
Astrocytes_FANTOM_3	CFH
Astrocytes_FANTOM_3	HOXB2
Astrocytes_FANTOM_3	CFI
Astrocytes_FANTOM_3	IGFBP2
Astrocytes_FANTOM_3	IGFBP3
Astrocytes_FANTOM_3	IGFBP5
Astrocytes_FANTOM_3	IGFBP6
Astrocytes_FANTOM_3	LAMA4
Astrocytes_FANTOM_3	LOX
Astrocytes_FANTOM_3	LOXL1
Astrocytes_FANTOM_3	LUM
Astrocytes_FANTOM_3	MAP1A
Astrocytes_FANTOM_3	MDK
Astrocytes_FANTOM_3	MEST
Astrocytes_FANTOM_3	MFAP4
Astrocytes_FANTOM_3	MGP
Astrocytes_FANTOM_3	MYLK
Astrocytes_FANTOM_3	NAP1L3
Astrocytes_FANTOM_3	CLDN11
Astrocytes_FANTOM_3	OXTR
Astrocytes_FANTOM_3	PCOLCE
Astrocytes_FANTOM_3	PDGFRA
Astrocytes_FANTOM_3	PDGFRB
Astrocytes_FANTOM_3	PLN
Astrocytes_FANTOM_3	PPP1R3C
Astrocytes_FANTOM_3	PTGIS
Astrocytes_FANTOM_3	PTN
Astrocytes_FANTOM_3	PTPRN
Astrocytes_FANTOM_3	RARRES1
Astrocytes_FANTOM_3	RARRES2
Astrocytes_FANTOM_3	RGS4
Astrocytes_FANTOM_3	CCL2
Astrocytes_FANTOM_3	CXCL12
Astrocytes_FANTOM_3	SFRP4
Astrocytes_FANTOM_3	SLC14A1
Astrocytes_FANTOM_3	SPARC
Astrocytes_FANTOM_3	TAGLN
Astrocytes_FANTOM_3	NR2F1
Astrocytes_FANTOM_3	TGM2
Astrocytes_FANTOM_3	THY1
Astrocytes_FANTOM_3	TPM1
Astrocytes_FANTOM_3	TPM2
Astrocytes_FANTOM_3	TNFSF4
Astrocytes_FANTOM_3	VCAM1
Astrocytes_FANTOM_3	ADAM12
Astrocytes_FANTOM_3	MFAP5
Astrocytes_FANTOM_3	FZD7
Astrocytes_FANTOM_3	RGS5
Astrocytes_FANTOM_3	PDE5A
Astrocytes_FANTOM_3	ADAM19
Astrocytes_FANTOM_3	CACNA1H
Astrocytes_FANTOM_3	DIRAS3
Astrocytes_FANTOM_3	CRLF1
Astrocytes_FANTOM_3	DHRS3
Astrocytes_FANTOM_3	ADAMTS2
Astrocytes_FANTOM_3	SEMA3E
Astrocytes_FANTOM_3	MRC2
Astrocytes_FANTOM_3	GFPT2
Astrocytes_FANTOM_3	HS3ST3A1
Astrocytes_FANTOM_3	EDIL3
Astrocytes_FANTOM_3	LRRC17
Astrocytes_FANTOM_3	BTN3A3
Astrocytes_FANTOM_3	MYL9
Astrocytes_FANTOM_3	SPON2
Astrocytes_FANTOM_3	POSTN
Astrocytes_FANTOM_3	NES
Astrocytes_FANTOM_3	GLIPR1
Astrocytes_FANTOM_3	PADI2
Astrocytes_FANTOM_3	FILIP1L
Astrocytes_FANTOM_3	NID2
Astrocytes_FANTOM_3	NFASC
Astrocytes_FANTOM_3	SULF1
Astrocytes_FANTOM_3	MXRA5
Astrocytes_FANTOM_3	PCOLCE2
Astrocytes_FANTOM_3	GREM1
Astrocytes_FANTOM_3	ANKRD1
Astrocytes_FANTOM_3	SRPX2
Astrocytes_FANTOM_3	EFEMP2
Astrocytes_FANTOM_3	CPA4
Astrocytes_FANTOM_3	COPZ2
Astrocytes_FANTOM_3	DACT1
Astrocytes_FANTOM_3	SCARA3
Astrocytes_FANTOM_3	MXRA8
Astrocytes_FANTOM_3	OLFML3
Astrocytes_FANTOM_3	RCN3
Astrocytes_FANTOM_3	FKBP10
Astrocytes_FANTOM_3	CLSTN2
Astrocytes_FANTOM_3	XYLT1
Astrocytes_FANTOM_3	GLT8D2
Astrocytes_FANTOM_3	SLC12A8
Astrocytes_FANTOM_3	CREB3L1
Astrocytes_FANTOM_3	LYPD1
B-cells_FANTOM_1	BLK
B-cells_FANTOM_1	CD19
B-cells_FANTOM_1	MS4A1
B-cells_FANTOM_1	CD22
B-cells_FANTOM_1	CD37
B-cells_FANTOM_1	CD79A
B-cells_FANTOM_1	PNOC
B-cells_FANTOM_1	SNX2
B-cells_FANTOM_1	MBD4
B-cells_FANTOM_1	STAG3
B-cells_FANTOM_1	PWP1
B-cells_FANTOM_1	SP140
B-cells_FANTOM_1	GGA2
B-cells_FANTOM_1	STAP1
B-cells_FANTOM_1	FCRL2
B-cells_FANTOM_1	SMC6
B-cells_FANTOM_2	BLK
B-cells_FANTOM_2	CD19
B-cells_FANTOM_2	CD22
B-cells_FANTOM_2	CD37
B-cells_FANTOM_2	CD79A
B-cells_FANTOM_2	PNOC
B-cells_FANTOM_2	MBD4
B-cells_FANTOM_2	STAG3
B-cells_FANTOM_2	SP140
B-cells_FANTOM_2	GGA2
B-cells_FANTOM_2	FCRL2
B-cells_FANTOM_2	SMC6
B-cells_FANTOM_3	BLK
B-cells_FANTOM_3	BTK
B-cells_FANTOM_3	CD19
B-cells_FANTOM_3	MS4A1
B-cells_FANTOM_3	CD22
B-cells_FANTOM_3	CD37
B-cells_FANTOM_3	CD79A
B-cells_FANTOM_3	CSNK1G3
B-cells_FANTOM_3	PHKB
B-cells_FANTOM_3	PNOC
B-cells_FANTOM_3	SNX2
B-cells_FANTOM_3	TRAF3
B-cells_FANTOM_3	MBD4
B-cells_FANTOM_3	DEPDC5
B-cells_FANTOM_3	STAG3
B-cells_FANTOM_3	PWP1
B-cells_FANTOM_3	SP140
B-cells_FANTOM_3	GGA2
B-cells_FANTOM_3	STAP1
B-cells_FANTOM_3	FCRL2
B-cells_FANTOM_3	SMC6
B-cells_HPCA_1	BLK
B-cells_HPCA_1	BTK
B-cells_HPCA_1	CD19
B-cells_HPCA_1	MS4A1
B-cells_HPCA_1	CD22
B-cells_HPCA_1	CD37
B-cells_HPCA_1	CD79A
B-cells_HPCA_1	CSNK1G3
B-cells_HPCA_1	CD180
B-cells_HPCA_1	PHKB
B-cells_HPCA_1	PNOC
B-cells_HPCA_1	POU2F1
B-cells_HPCA_1	PRKCB
B-cells_HPCA_1	SNX2
B-cells_HPCA_1	TRAF3
B-cells_HPCA_1	UBE2G1
B-cells_HPCA_1	PRDM2
B-cells_HPCA_1	MBD4
B-cells_HPCA_1	SLC24A1
B-cells_HPCA_1	DEPDC5
B-cells_HPCA_1	BCL2L11
B-cells_HPCA_1	STAG3
B-cells_HPCA_1	PRDM4
B-cells_HPCA_1	PWP1
B-cells_HPCA_1	SP140
B-cells_HPCA_1	RRAS2
B-cells_HPCA_1	GGA2
B-cells_HPCA_1	SIPA1L3
B-cells_HPCA_1	STAP1
B-cells_HPCA_1	P2RY10
B-cells_HPCA_1	CDC40
B-cells_HPCA_1	MIOS
B-cells_HPCA_1	AFTPH
B-cells_HPCA_1	DEF8
B-cells_HPCA_1	ARHGAP17
B-cells_HPCA_1	MFN1
B-cells_HPCA_1	WDR11
B-cells_HPCA_1	FCRL2
B-cells_HPCA_1	SMC6
B-cells_HPCA_1	C12orf49
B-cells_HPCA_1	PIKFYVE
B-cells_HPCA_1	JMJD1C
B-cells_HPCA_1	MCM9
B-cells_HPCA_1	EGOT
B-cells_HPCA_2	CD19
B-cells_HPCA_2	MS4A1
B-cells_HPCA_2	CD22
B-cells_HPCA_2	CD37
B-cells_HPCA_2	CD79A
B-cells_HPCA_2	SNX2
B-cells_HPCA_2	PRDM4
B-cells_HPCA_2	GGA2
B-cells_HPCA_2	FCRL2
B-cells_HPCA_2	SMC6
B-cells_HPCA_3	BLK
B-cells_HPCA_3	CD19
B-cells_HPCA_3	HLA-DOA
B-cells_HPCA_3	SPIB
B-cells_HPCA_3	TNFRSF13B
B-cells_HPCA_3	STAP1
B-cells_HPCA_3	VPREB3
B-cells_HPCA_3	FCRL2
B-cells_NOVERSHTERN_1	ACTN2
B-cells_NOVERSHTERN_1	TNFRSF17
B-cells_NOVERSHTERN_1	BLK
B-cells_NOVERSHTERN_1	CXCR5
B-cells_NOVERSHTERN_1	CD19
B-cells_NOVERSHTERN_1	MS4A1
B-cells_NOVERSHTERN_1	CD22
B-cells_NOVERSHTERN_1	CD37
B-cells_NOVERSHTERN_1	CD53
B-cells_NOVERSHTERN_1	CD72
B-cells_NOVERSHTERN_1	CD79A
B-cells_NOVERSHTERN_1	CD79B
B-cells_NOVERSHTERN_1	CNR1
B-cells_NOVERSHTERN_1	CNR2
B-cells_NOVERSHTERN_1	DAXX
B-cells_NOVERSHTERN_1	DNASE1
B-cells_NOVERSHTERN_1	AFF2
B-cells_NOVERSHTERN_1	GDI2
B-cells_NOVERSHTERN_1	GPR18
B-cells_NOVERSHTERN_1	HLA-DOA
B-cells_NOVERSHTERN_1	HTR3A
B-cells_NOVERSHTERN_1	IFNW1
B-cells_NOVERSHTERN_1	IL17A
B-cells_NOVERSHTERN_1	INPP5B
B-cells_NOVERSHTERN_1	KCNN3
B-cells_NOVERSHTERN_1	CD180
B-cells_NOVERSHTERN_1	MGAT5
B-cells_NOVERSHTERN_1	PAX5
B-cells_NOVERSHTERN_1	PGR
B-cells_NOVERSHTERN_1	PNOC
B-cells_NOVERSHTERN_1	POU2F2
B-cells_NOVERSHTERN_1	SPIB
B-cells_NOVERSHTERN_1	SYPL1
B-cells_NOVERSHTERN_1	TERT
B-cells_NOVERSHTERN_1	SEC62
B-cells_NOVERSHTERN_1	SLC30A4
B-cells_NOVERSHTERN_1	TCL1A
B-cells_NOVERSHTERN_1	RNGTT
B-cells_NOVERSHTERN_1	MBD4
B-cells_NOVERSHTERN_1	S1PR2
B-cells_NOVERSHTERN_1	RECQL5
B-cells_NOVERSHTERN_1	LY86
B-cells_NOVERSHTERN_1	MYOT
B-cells_NOVERSHTERN_1	TCL1B
B-cells_NOVERSHTERN_1	STAG3
B-cells_NOVERSHTERN_1	LSM6
B-cells_NOVERSHTERN_1	SP140
B-cells_NOVERSHTERN_1	IKZF3
B-cells_NOVERSHTERN_1	CNOT1
B-cells_NOVERSHTERN_1	SIPA1L3
B-cells_NOVERSHTERN_1	KIAA1033
B-cells_NOVERSHTERN_1	TNFRSF13B
B-cells_NOVERSHTERN_1	STAP1
B-cells_NOVERSHTERN_1	TCL6
B-cells_NOVERSHTERN_1	VPREB3
B-cells_NOVERSHTERN_1	ITSN2
B-cells_NOVERSHTERN_1	HDAC7
B-cells_NOVERSHTERN_1	ARHGAP17
B-cells_NOVERSHTERN_1	QRSL1
B-cells_NOVERSHTERN_1	ATF7IP
B-cells_NOVERSHTERN_1	UTP6
B-cells_NOVERSHTERN_1	AICDA
B-cells_NOVERSHTERN_1	DCLRE1C
B-cells_NOVERSHTERN_1	FCRL2
B-cells_NOVERSHTERN_1	PIKFYVE
B-cells_NOVERSHTERN_2	TNFRSF17
B-cells_NOVERSHTERN_2	BLK
B-cells_NOVERSHTERN_2	CXCR5
B-cells_NOVERSHTERN_2	BMP8B
B-cells_NOVERSHTERN_2	CD19
B-cells_NOVERSHTERN_2	MS4A1
B-cells_NOVERSHTERN_2	CD37
B-cells_NOVERSHTERN_2	CD53
B-cells_NOVERSHTERN_2	CD72
B-cells_NOVERSHTERN_2	CD79A
B-cells_NOVERSHTERN_2	CD79B
B-cells_NOVERSHTERN_2	CHAD
B-cells_NOVERSHTERN_2	CCR6
B-cells_NOVERSHTERN_2	COL19A1
B-cells_NOVERSHTERN_2	CR1
B-cells_NOVERSHTERN_2	CSNK1G3
B-cells_NOVERSHTERN_2	GPR25
B-cells_NOVERSHTERN_2	HLA-DOA
B-cells_NOVERSHTERN_2	HLA-DPB1
B-cells_NOVERSHTERN_2	HSPA4
B-cells_NOVERSHTERN_2	HTR3A
B-cells_NOVERSHTERN_2	LY9
B-cells_NOVERSHTERN_2	CD180
B-cells_NOVERSHTERN_2	MGAT5
B-cells_NOVERSHTERN_2	CIITA
B-cells_NOVERSHTERN_2	MAP3K9
B-cells_NOVERSHTERN_2	MMP17
B-cells_NOVERSHTERN_2	PAX5
B-cells_NOVERSHTERN_2	RPS11
B-cells_NOVERSHTERN_2	RPS16
B-cells_NOVERSHTERN_2	SNX2
B-cells_NOVERSHTERN_2	SPIB
B-cells_NOVERSHTERN_2	TROVE2
B-cells_NOVERSHTERN_2	ZNF37A
B-cells_NOVERSHTERN_2	ZNF154
B-cells_NOVERSHTERN_2	ZNF202
B-cells_NOVERSHTERN_2	ZNF208
B-cells_NOVERSHTERN_2	TCL1A
B-cells_NOVERSHTERN_2	AP3B1
B-cells_NOVERSHTERN_2	S1PR4
B-cells_NOVERSHTERN_2	BAIAP3
B-cells_NOVERSHTERN_2	LY86
B-cells_NOVERSHTERN_2	TCL1B
B-cells_NOVERSHTERN_2	KIAA0430
B-cells_NOVERSHTERN_2	DEPDC5
B-cells_NOVERSHTERN_2	CEPT1
B-cells_NOVERSHTERN_2	SP140
B-cells_NOVERSHTERN_2	IKZF3
B-cells_NOVERSHTERN_2	GGA2
B-cells_NOVERSHTERN_2	NUP160
B-cells_NOVERSHTERN_2	KIAA1033
B-cells_NOVERSHTERN_2	TNFRSF13B
B-cells_NOVERSHTERN_2	ZZZ3
B-cells_NOVERSHTERN_2	STAP1
B-cells_NOVERSHTERN_2	PLA2G2D
B-cells_NOVERSHTERN_2	ZNF638
B-cells_NOVERSHTERN_2	P2RY10
B-cells_NOVERSHTERN_2	VPREB3
B-cells_NOVERSHTERN_2	KCNIP2
B-cells_NOVERSHTERN_2	ANKMY1
B-cells_NOVERSHTERN_2	TLR7
B-cells_NOVERSHTERN_2	POLR3K
B-cells_NOVERSHTERN_2	QRSL1
B-cells_NOVERSHTERN_2	GPRC5D
B-cells_NOVERSHTERN_2	NSUN5
B-cells_NOVERSHTERN_2	WDR11
B-cells_NOVERSHTERN_2	ZNF701
B-cells_NOVERSHTERN_2	UTP6
B-cells_NOVERSHTERN_2	C5orf15
B-cells_NOVERSHTERN_2	DCLRE1C
B-cells_NOVERSHTERN_2	FCRL2
B-cells_NOVERSHTERN_2	RIC3
B-cells_NOVERSHTERN_2	SMC6
B-cells_NOVERSHTERN_2	MRM1
B-cells_NOVERSHTERN_2	CEACAM21
B-cells_NOVERSHTERN_2	ZNF688
B-cells_NOVERSHTERN_3	ACTN2
B-cells_NOVERSHTERN_3	TNFRSF17
B-cells_NOVERSHTERN_3	BLK
B-cells_NOVERSHTERN_3	CXCR5
B-cells_NOVERSHTERN_3	CD19
B-cells_NOVERSHTERN_3	MS4A1
B-cells_NOVERSHTERN_3	CD22
B-cells_NOVERSHTERN_3	CD37
B-cells_NOVERSHTERN_3	CD53
B-cells_NOVERSHTERN_3	CD72
B-cells_NOVERSHTERN_3	CD79A
B-cells_NOVERSHTERN_3	CD79B
B-cells_NOVERSHTERN_3	CNR1
B-cells_NOVERSHTERN_3	AFF2
B-cells_NOVERSHTERN_3	GDI2
B-cells_NOVERSHTERN_3	GPR18
B-cells_NOVERSHTERN_3	HLA-DOA
B-cells_NOVERSHTERN_3	HTR3A
B-cells_NOVERSHTERN_3	IFNA2
B-cells_NOVERSHTERN_3	IFNW1
B-cells_NOVERSHTERN_3	IL17A
B-cells_NOVERSHTERN_3	INPP5B
B-cells_NOVERSHTERN_3	KCNN3
B-cells_NOVERSHTERN_3	PAX5
B-cells_NOVERSHTERN_3	PNOC
B-cells_NOVERSHTERN_3	POU2F2
B-cells_NOVERSHTERN_3	SPIB
B-cells_NOVERSHTERN_3	SYPL1
B-cells_NOVERSHTERN_3	TERT
B-cells_NOVERSHTERN_3	SLC30A4
B-cells_NOVERSHTERN_3	TCL1A
B-cells_NOVERSHTERN_3	RNGTT
B-cells_NOVERSHTERN_3	MBD4
B-cells_NOVERSHTERN_3	SLC13A2
B-cells_NOVERSHTERN_3	S1PR2
B-cells_NOVERSHTERN_3	RECQL5
B-cells_NOVERSHTERN_3	LY86
B-cells_NOVERSHTERN_3	MYOT
B-cells_NOVERSHTERN_3	TCL1B
B-cells_NOVERSHTERN_3	STAG3
B-cells_NOVERSHTERN_3	LSM6
B-cells_NOVERSHTERN_3	SP140
B-cells_NOVERSHTERN_3	IKZF3
B-cells_NOVERSHTERN_3	CNOT1
B-cells_NOVERSHTERN_3	STAP1
B-cells_NOVERSHTERN_3	TCL6
B-cells_NOVERSHTERN_3	VPREB3
B-cells_NOVERSHTERN_3	ITSN2
B-cells_NOVERSHTERN_3	QRSL1
B-cells_NOVERSHTERN_3	ATF7IP
B-cells_NOVERSHTERN_3	UTP6
B-cells_NOVERSHTERN_3	AICDA
B-cells_NOVERSHTERN_3	DCLRE1C
B-cells_NOVERSHTERN_3	FCRL2
B-cells_NOVERSHTERN_3	PIKFYVE
Basophils_FANTOM_1	ALAS2
Basophils_FANTOM_1	ARR3
Basophils_FANTOM_1	ART3
Basophils_FANTOM_1	C8A
Basophils_FANTOM_1	CD72
Basophils_FANTOM_1	DEFA5
Basophils_FANTOM_1	EFNA2
Basophils_FANTOM_1	GPR3
Basophils_FANTOM_1	ONECUT1
Basophils_FANTOM_1	HP
Basophils_FANTOM_1	CXCR2
Basophils_FANTOM_1	KCNA5
Basophils_FANTOM_1	KCNJ13
Basophils_FANTOM_1	LECT2
Basophils_FANTOM_1	LEP
Basophils_FANTOM_1	SMCP
Basophils_FANTOM_1	MPO
Basophils_FANTOM_1	MYH1
Basophils_FANTOM_1	NPY5R
Basophils_FANTOM_1	OMG
Basophils_FANTOM_1	PRKACG
Basophils_FANTOM_1	PRL
Basophils_FANTOM_1	TGM3
Basophils_FANTOM_1	TCL1A
Basophils_FANTOM_1	AKAP4
Basophils_FANTOM_1	C6orf10
Basophils_FANTOM_1	FRS3
Basophils_FANTOM_1	LAMB4
Basophils_FANTOM_1	CLCA4
Basophils_FANTOM_1	AHCTF1
Basophils_FANTOM_1	BMP10
Basophils_FANTOM_1	AMOTL2
Basophils_FANTOM_1	ARHGAP17
Basophils_FANTOM_1	TEX12
Basophils_FANTOM_1	C11orf16
Basophils_FANTOM_1	OTUD7B
Basophils_FANTOM_1	SLC17A6
Basophils_FANTOM_1	CASS4
Basophils_FANTOM_1	LRTM1
Basophils_FANTOM_1	HPSE2
Basophils_FANTOM_1	FBRS
Basophils_FANTOM_1	CXorf36
Basophils_FANTOM_1	SLCO5A1
Basophils_FANTOM_1	ATXN3L
Basophils_FANTOM_1	GATC
Basophils_FANTOM_2	ACTN2
Basophils_FANTOM_2	ADCY2
Basophils_FANTOM_2	ADH1A
Basophils_FANTOM_2	ADPRH
Basophils_FANTOM_2	ADRA1A
Basophils_FANTOM_2	AGTR2
Basophils_FANTOM_2	ALDOB
Basophils_FANTOM_2	APOF
Basophils_FANTOM_2	ARR3
Basophils_FANTOM_2	ART1
Basophils_FANTOM_2	ART3
Basophils_FANTOM_2	BRDT
Basophils_FANTOM_2	C8A
Basophils_FANTOM_2	C9
Basophils_FANTOM_2	CETP
Basophils_FANTOM_2	CEACAM7
Basophils_FANTOM_2	COL19A1
Basophils_FANTOM_2	CPA1
Basophils_FANTOM_2	CRHR2
Basophils_FANTOM_2	CTRL
Basophils_FANTOM_2	CYP2A7
Basophils_FANTOM_2	CYP17A1
Basophils_FANTOM_2	CYP19A1
Basophils_FANTOM_2	CYP21A2
Basophils_FANTOM_2	DAZL
Basophils_FANTOM_2	DCT
Basophils_FANTOM_2	DSP
Basophils_FANTOM_2	EFNA2
Basophils_FANTOM_2	EPHA3
Basophils_FANTOM_2	F9
Basophils_FANTOM_2	F13B
Basophils_FANTOM_2	FCN2
Basophils_FANTOM_2	GABRA1
Basophils_FANTOM_2	GABRG3
Basophils_FANTOM_2	GNG3
Basophils_FANTOM_2	GPR3
Basophils_FANTOM_2	GRB2
Basophils_FANTOM_2	GRIK4
Basophils_FANTOM_2	GRIN2A
Basophils_FANTOM_2	GRM4
Basophils_FANTOM_2	GRM7
Basophils_FANTOM_2	GUCA1B
Basophils_FANTOM_2	ONECUT1
Basophils_FANTOM_2	HP
Basophils_FANTOM_2	HTN3
Basophils_FANTOM_2	HTR1D
Basophils_FANTOM_2	HTR1E
Basophils_FANTOM_2	HTR6
Basophils_FANTOM_2	IBSP
Basophils_FANTOM_2	IFNAR1
Basophils_FANTOM_2	IFNW1
Basophils_FANTOM_2	CXCR2
Basophils_FANTOM_2	IL12RB1
Basophils_FANTOM_2	INHA
Basophils_FANTOM_2	IRF4
Basophils_FANTOM_2	KCNA4
Basophils_FANTOM_2	KCNC3
Basophils_FANTOM_2	KCND3
Basophils_FANTOM_2	KCNJ1
Basophils_FANTOM_2	KCNJ13
Basophils_FANTOM_2	KRT19
Basophils_FANTOM_2	KRT33B
Basophils_FANTOM_2	KRT83
Basophils_FANTOM_2	KRT84
Basophils_FANTOM_2	LECT2
Basophils_FANTOM_2	LPO
Basophils_FANTOM_2	MAGEB4
Basophils_FANTOM_2	MCF2
Basophils_FANTOM_2	SMCP
Basophils_FANTOM_2	TRPM1
Basophils_FANTOM_2	MOBP
Basophils_FANTOM_2	MUC7
Basophils_FANTOM_2	MYF6
Basophils_FANTOM_2	MYOC
Basophils_FANTOM_2	MYOD1
Basophils_FANTOM_2	NKX6-1
Basophils_FANTOM_2	NPY5R
Basophils_FANTOM_2	NTRK1
Basophils_FANTOM_2	NTRK2
Basophils_FANTOM_2	PAX7
Basophils_FANTOM_2	PDHA2
Basophils_FANTOM_2	PLP1
Basophils_FANTOM_2	PMP2
Basophils_FANTOM_2	POU1F1
Basophils_FANTOM_2	PPEF2
Basophils_FANTOM_2	PRKACG
Basophils_FANTOM_2	PRL
Basophils_FANTOM_2	MAPK12
Basophils_FANTOM_2	SCN7A
Basophils_FANTOM_2	CCL21
Basophils_FANTOM_2	SEMG2
Basophils_FANTOM_2	SI
Basophils_FANTOM_2	SLC5A4
Basophils_FANTOM_2	SLC5A5
Basophils_FANTOM_2	SLC6A1
Basophils_FANTOM_2	SLC6A11
Basophils_FANTOM_2	SLC10A2
Basophils_FANTOM_2	SLC13A1
Basophils_FANTOM_2	SSX5
Basophils_FANTOM_2	TAC1
Basophils_FANTOM_2	TLL2
Basophils_FANTOM_2	CLEC3B
Basophils_FANTOM_2	TNNT2
Basophils_FANTOM_2	TNNT3
Basophils_FANTOM_2	TNP2
Basophils_FANTOM_2	USH2A
Basophils_FANTOM_2	VPREB1
Basophils_FANTOM_2	ZNF16
Basophils_FANTOM_2	ZNF214
Basophils_FANTOM_2	SLC30A4
Basophils_FANTOM_2	FGF23
Basophils_FANTOM_2	TCL1A
Basophils_FANTOM_2	HIST1H2BL
Basophils_FANTOM_2	UNC5C
Basophils_FANTOM_2	ABCB11
Basophils_FANTOM_2	ADAM7
Basophils_FANTOM_2	AKAP4
Basophils_FANTOM_2	ALDH1A2
Basophils_FANTOM_2	PHOX2B
Basophils_FANTOM_2	WASL
Basophils_FANTOM_2	HTR3B
Basophils_FANTOM_2	FHL5
Basophils_FANTOM_2	NR1I3
Basophils_FANTOM_2	NR2E3
Basophils_FANTOM_2	SSX3
Basophils_FANTOM_2	CACNG3
Basophils_FANTOM_2	TACC3
Basophils_FANTOM_2	RPP38
Basophils_FANTOM_2	C6orf10
Basophils_FANTOM_2	FRS3
Basophils_FANTOM_2	SMR3B
Basophils_FANTOM_2	ZPBP
Basophils_FANTOM_2	KERA
Basophils_FANTOM_2	INSL6
Basophils_FANTOM_2	CYP4F8
Basophils_FANTOM_2	RBPJL
Basophils_FANTOM_2	CLCA4
Basophils_FANTOM_2	FSTL4
Basophils_FANTOM_2	CRB1
Basophils_FANTOM_2	SPO11
Basophils_FANTOM_2	AIPL1
Basophils_FANTOM_2	SLC24A2
Basophils_FANTOM_2	AHCTF1
Basophils_FANTOM_2	CLEC4E
Basophils_FANTOM_2	FBXO22
Basophils_FANTOM_2	INVS
Basophils_FANTOM_2	RBMXL2
Basophils_FANTOM_2	ADAMDEC1
Basophils_FANTOM_2	BMP10
Basophils_FANTOM_2	PNMA3
Basophils_FANTOM_2	PDZRN4
Basophils_FANTOM_2	CALY
Basophils_FANTOM_2	TAS2R14
Basophils_FANTOM_2	PDE11A
Basophils_FANTOM_2	MRPS7
Basophils_FANTOM_2	MYO15A
Basophils_FANTOM_2	TFDP3
Basophils_FANTOM_2	SPTBN5
Basophils_FANTOM_2	MS4A4A
Basophils_FANTOM_2	AMOTL2
Basophils_FANTOM_2	SLCO1C1
Basophils_FANTOM_2	GPR85
Basophils_FANTOM_2	DDX4
Basophils_FANTOM_2	MAGEL2
Basophils_FANTOM_2	DNAJC28
Basophils_FANTOM_2	ACSM5
Basophils_FANTOM_2	PDPR
Basophils_FANTOM_2	HJURP
Basophils_FANTOM_2	DNAH3
Basophils_FANTOM_2	IL26
Basophils_FANTOM_2	TEX12
