cellType	gene
NK cells_HPCA_1	NEK1
NK cells_HPCA_1	NFE2L2
NK cells_HPCA_1	NKG7
NK cells_HPCA_1	PPP2CA
NK cells_HPCA_1	PRF1
NK cells_HPCA_1	PRKAG1
NK cells_HPCA_1	PTGDR
NK cells_HPCA_1	XCL1
NK cells_HPCA_1	SON
NK cells_HPCA_1	SUPV3L1
NK cells_HPCA_1	TBCC
NK cells_HPCA_1	PRDM2
NK cells_HPCA_1	HIST1H3A
NK cells_HPCA_1	NCR1
NK cells_HPCA_1	PRDX6
NK cells_HPCA_1	YAF2
NK cells_HPCA_1	KLRG1
NK cells_HPCA_1	SF3B4
NK cells_HPCA_1	NMUR1
NK cells_HPCA_1	GNA13
NK cells_HPCA_1	GPATCH8
NK cells_HPCA_1	DNAJC2
NK cells_HPCA_1	ASTE1
NK cells_HPCA_1	ANKRD11
NK cells_HPCA_1	TBX21
NK cells_HPCA_1	AMZ2
NK cells_HPCA_1	THAP1
NK cells_HPCA_1	UBE2Q1
NK cells_HPCA_1	CDKN2AIP
NK cells_HPCA_1	RBM25
NK cells_HPCA_1	DNAJB14
NK cells_HPCA_1	OSBPL7
NK cells_HPCA_1	TSTD2
NK cells_HPCA_1	HIPK1
NK cells_HPCA_1	NCR3
NK cells_HPCA_1	C1orf174
NK cells_HPCA_2	BAD
NK cells_HPCA_2	CHRNE
NK cells_HPCA_2	CTSW
NK cells_HPCA_2	DR1
NK cells_HPCA_2	GIPR
NK cells_HPCA_2	GOLGA4
NK cells_HPCA_2	GTF3C1
NK cells_HPCA_2	GZMH
NK cells_HPCA_2	IFNG
NK cells_HPCA_2	KLRD1
NK cells_HPCA_2	LAG3
NK cells_HPCA_2	MGAT2
NK cells_HPCA_2	NKG7
NK cells_HPCA_2	PPP2CA
NK cells_HPCA_2	PTGDR
NK cells_HPCA_2	XCL1
NK cells_HPCA_2	FBXW4
NK cells_HPCA_2	SUPV3L1
NK cells_HPCA_2	TSPYL1
NK cells_HPCA_2	HIST1H3A
NK cells_HPCA_2	RGS9
NK cells_HPCA_2	IL18RAP
NK cells_HPCA_2	NCR1
NK cells_HPCA_2	RBM39
NK cells_HPCA_2	NMUR1
NK cells_HPCA_2	GNLY
NK cells_HPCA_2	ZCCHC11
NK cells_HPCA_2	LEMD3
NK cells_HPCA_2	ASTE1
NK cells_HPCA_2	TBX21
NK cells_HPCA_2	IL21R
NK cells_HPCA_2	AMZ2
NK cells_HPCA_2	WBP11
NK cells_HPCA_2	RSRC2
NK cells_HPCA_2	ALG13
NK cells_HPCA_2	COQ10B
NK cells_HPCA_2	HIPK1
NK cells_HPCA_3	BAD
NK cells_HPCA_3	CD247
NK cells_HPCA_3	SEPT7
NK cells_HPCA_3	CHRNE
NK cells_HPCA_3	DR1
NK cells_HPCA_3	GIPR
NK cells_HPCA_3	HNRNPL
NK cells_HPCA_3	IFNG
NK cells_HPCA_3	IL2RB
NK cells_HPCA_3	MLH1
NK cells_HPCA_3	NEK1
NK cells_HPCA_3	NKG7
NK cells_HPCA_3	PRF1
NK cells_HPCA_3	PRKAG1
NK cells_HPCA_3	PTGDR
NK cells_HPCA_3	SBF1
NK cells_HPCA_3	CCL4
NK cells_HPCA_3	XCL1
NK cells_HPCA_3	TBCC
NK cells_HPCA_3	HIST1H3A
NK cells_HPCA_3	NCR1
NK cells_HPCA_3	GGPS1
NK cells_HPCA_3	PRDX6
NK cells_HPCA_3	ZBTB39
NK cells_HPCA_3	YAF2
NK cells_HPCA_3	SF3B4
NK cells_HPCA_3	NMUR1
NK cells_HPCA_3	WDR45
NK cells_HPCA_3	GPATCH8
NK cells_HPCA_3	ASTE1
NK cells_HPCA_3	TBX21
NK cells_HPCA_3	IL21R
NK cells_HPCA_3	AMZ2
NK cells_HPCA_3	THAP1
NK cells_HPCA_3	UBE2Q1
NK cells_HPCA_3	CDKN2AIP
NK cells_HPCA_3	OSBPL7
NK cells_HPCA_3	TSTD2
NK cells_HPCA_3	NCR3
NK cells_IRIS_1	FASLG
NK cells_IRIS_1	KLRD1
NK cells_IRIS_1	PTGDR
NK cells_IRIS_1	PTPN4
NK cells_IRIS_1	XCL1
NK cells_IRIS_1	TKTL1
NK cells_IRIS_1	IL18RAP
NK cells_IRIS_1	NCR1
NK cells_IRIS_1	ZMYND11
NK cells_IRIS_1	SACM1L
NK cells_IRIS_1	CD244
NK cells_IRIS_1	AGK
NK cells_IRIS_1	DNAJB14
NK cells_IRIS_2	FASLG
NK cells_IRIS_2	CTSW
NK cells_IRIS_2	CX3CR1
NK cells_IRIS_2	GZMM
NK cells_IRIS_2	KLRD1
NK cells_IRIS_2	MED1
NK cells_IRIS_2	PTGDR
NK cells_IRIS_2	PTPN4
NK cells_IRIS_2	XCL1
NK cells_IRIS_2	TKTL1
NK cells_IRIS_2	TNFSF11
NK cells_IRIS_2	IL18RAP
NK cells_IRIS_2	ZNF264
NK cells_IRIS_2	NCR1
NK cells_IRIS_2	ZMYND11
NK cells_IRIS_2	SACM1L
NK cells_IRIS_2	CD244
NK cells_IRIS_2	AGK
NK cells_IRIS_2	DNAJB14
NK cells_IRIS_3	KLRD1
NK cells_IRIS_3	PTGDR
NK cells_IRIS_3	PTPN4
NK cells_IRIS_3	XCL1
NK cells_IRIS_3	TKTL1
NK cells_IRIS_3	IL18RAP
NK cells_IRIS_3	NCR1
NK cells_IRIS_3	DNAJB14
NK cells_NOVERSHTERN_1	CHRNE
NK cells_NOVERSHTERN_1	GIPR
NK cells_NOVERSHTERN_1	IFNG
NK cells_NOVERSHTERN_1	HIST1H3A
NK cells_NOVERSHTERN_1	NCR1
NK cells_NOVERSHTERN_1	NMUR1
NK cells_NOVERSHTERN_1	ASTE1
NK cells_NOVERSHTERN_1	TBX21
NK cells_NOVERSHTERN_2	CHRNE
NK cells_NOVERSHTERN_2	GIPR
NK cells_NOVERSHTERN_2	IFNG
NK cells_NOVERSHTERN_2	PRKAG1
NK cells_NOVERSHTERN_2	HIST1H3A
NK cells_NOVERSHTERN_2	NCR1
NK cells_NOVERSHTERN_2	NMUR1
NK cells_NOVERSHTERN_2	ASTE1
NK cells_NOVERSHTERN_2	AMZ2
NK cells_NOVERSHTERN_3	GZMH
NK cells_NOVERSHTERN_3	GZMB
NK cells_NOVERSHTERN_3	KLRD1
NK cells_NOVERSHTERN_3	PRF1
NK cells_NOVERSHTERN_3	NCR1
NK cells_NOVERSHTERN_3	NMUR1
NK cells_NOVERSHTERN_3	GNLY
NK cells_NOVERSHTERN_3	CD160
NK cells_NOVERSHTERN_3	TBX21
NKT_NOVERSHTERN_1	CASP5
NKT_NOVERSHTERN_1	PHKG1
NKT_NOVERSHTERN_1	RARA
NKT_NOVERSHTERN_1	S100B
NKT_NOVERSHTERN_1	BEST1
NKT_NOVERSHTERN_1	DOLK
NKT_NOVERSHTERN_1	TP53TG5
NKT_NOVERSHTERN_1	GMIP
NKT_NOVERSHTERN_1	GSG1
NKT_NOVERSHTERN_2	AMBN
NKT_NOVERSHTERN_2	CASP5
NKT_NOVERSHTERN_2	PHKG1
NKT_NOVERSHTERN_2	RARA
NKT_NOVERSHTERN_2	S100B
NKT_NOVERSHTERN_2	SGCA
NKT_NOVERSHTERN_2	TCOF1
NKT_NOVERSHTERN_2	BEST1
NKT_NOVERSHTERN_2	IL17B
NKT_NOVERSHTERN_2	TP53TG5
NKT_NOVERSHTERN_2	GMIP
NKT_NOVERSHTERN_2	L1TD1
NKT_NOVERSHTERN_3	PHKG1
NKT_NOVERSHTERN_3	RARA
NKT_NOVERSHTERN_3	BEST1
NKT_NOVERSHTERN_3	ARPC1A
NKT_NOVERSHTERN_3	TP53TG5
NKT_NOVERSHTERN_3	L1TD1
NKT_NOVERSHTERN_3	KLHL26
NKT_NOVERSHTERN_3	GEMIN7
NKT_NOVERSHTERN_3	GSG1
NKT_NOVERSHTERN_3	PMFBP1
Osteoblast_FANTOM_1	BMPR1A
Osteoblast_FANTOM_1	COMP
Osteoblast_FANTOM_1	DCTD
Osteoblast_FANTOM_1	DYNC1LI2
Osteoblast_FANTOM_1	EPYC
Osteoblast_FANTOM_1	GRSF1
Osteoblast_FANTOM_1	IBSP
Osteoblast_FANTOM_1	MFAP3
Osteoblast_FANTOM_1	PRELP
Osteoblast_FANTOM_1	SGCG
Osteoblast_FANTOM_1	UBE2L3
Osteoblast_FANTOM_1	COL14A1
Osteoblast_FANTOM_1	ITGA8
Osteoblast_FANTOM_1	EIF2S2
Osteoblast_FANTOM_1	KIF3B
Osteoblast_FANTOM_1	LAPTM4A
Osteoblast_FANTOM_1	APPBP2
Osteoblast_FANTOM_1	MAB21L2
Osteoblast_FANTOM_1	ILVBL
Osteoblast_FANTOM_1	XPOT
Osteoblast_FANTOM_1	DOLK
Osteoblast_FANTOM_1	ICMT
Osteoblast_FANTOM_1	TMEM50A
Osteoblast_FANTOM_1	CBY1
Osteoblast_FANTOM_1	RPS6KC1
Osteoblast_FANTOM_1	COPS7A
Osteoblast_FANTOM_1	MYOZ2
Osteoblast_FANTOM_1	NUDT9
Osteoblast_FANTOM_1	RNF121
Osteoblast_FANTOM_1	LIN7C
Osteoblast_FANTOM_1	DHX32
Osteoblast_FANTOM_1	IL26
Osteoblast_FANTOM_1	STARD7
Osteoblast_FANTOM_1	C5orf15
Osteoblast_FANTOM_1	PAPPA2
Osteoblast_FANTOM_1	EBF2
Osteoblast_FANTOM_1	ATG9A
Osteoblast_FANTOM_1	MUL1
Osteoblast_FANTOM_1	TM2D3
Osteoblast_FANTOM_1	UNC119B
Osteoblast_FANTOM_1	LRRC15
Osteoblast_FANTOM_2	ARCN1
Osteoblast_FANTOM_2	BMPR1A
Osteoblast_FANTOM_2	DYNC1LI2
Osteoblast_FANTOM_2	EPYC
Osteoblast_FANTOM_2	GRSF1
Osteoblast_FANTOM_2	HTR2A
Osteoblast_FANTOM_2	IBSP
Osteoblast_FANTOM_2	MFAP3
Osteoblast_FANTOM_2	PSMB5
Osteoblast_FANTOM_2	SGCG
Osteoblast_FANTOM_2	UBE2L3
Osteoblast_FANTOM_2	COL14A1
Osteoblast_FANTOM_2	ITGA8
Osteoblast_FANTOM_2	KIF3B
Osteoblast_FANTOM_2	EIF4E2
Osteoblast_FANTOM_2	FRMPD4
Osteoblast_FANTOM_2	APPBP2
Osteoblast_FANTOM_2	MAB21L2
Osteoblast_FANTOM_2	YME1L1
Osteoblast_FANTOM_2	ILVBL
Osteoblast_FANTOM_2	XPOT
Osteoblast_FANTOM_2	ICMT
Osteoblast_FANTOM_2	CBY1
Osteoblast_FANTOM_2	RPS6KC1
Osteoblast_FANTOM_2	MYOZ2
Osteoblast_FANTOM_2	RNF121
Osteoblast_FANTOM_2	LIN7C
Osteoblast_FANTOM_2	NPLOC4
Osteoblast_FANTOM_2	IL26
Osteoblast_FANTOM_2	STARD7
Osteoblast_FANTOM_2	PAPPA2
Osteoblast_FANTOM_2	EBF2
Osteoblast_FANTOM_2	FTO
Osteoblast_FANTOM_2	TM2D3
Osteoblast_FANTOM_2	UNC119B
Osteoblast_FANTOM_2	FAM168B
Osteoblast_FANTOM_2	LRRC15
Osteoblast_FANTOM_2	YIPF6
Osteoblast_FANTOM_3	ARCN1
Osteoblast_FANTOM_3	BMPR1A
Osteoblast_FANTOM_3	COMP
Osteoblast_FANTOM_3	DCTD
Osteoblast_FANTOM_3	DYNC1LI2
Osteoblast_FANTOM_3	EPYC
Osteoblast_FANTOM_3	GRSF1
Osteoblast_FANTOM_3	HLCS
Osteoblast_FANTOM_3	IBSP
Osteoblast_FANTOM_3	MFAP3
Osteoblast_FANTOM_3	PRELP
Osteoblast_FANTOM_3	PSMB5
Osteoblast_FANTOM_3	SGCD
Osteoblast_FANTOM_3	SGCG
Osteoblast_FANTOM_3	UBE2L3
Osteoblast_FANTOM_3	COL14A1
Osteoblast_FANTOM_3	ITGA8
Osteoblast_FANTOM_3	EIF2S2
Osteoblast_FANTOM_3	KIF3B
Osteoblast_FANTOM_3	LAPTM4A
Osteoblast_FANTOM_3	FRMPD4
Osteoblast_FANTOM_3	YAP1
Osteoblast_FANTOM_3	APPBP2
Osteoblast_FANTOM_3	MAB21L2
Osteoblast_FANTOM_3	YME1L1
Osteoblast_FANTOM_3	ILVBL
Osteoblast_FANTOM_3	XPOT
Osteoblast_FANTOM_3	DOLK
Osteoblast_FANTOM_3	TRIM32
Osteoblast_FANTOM_3	ZNF629
Osteoblast_FANTOM_3	ICMT
Osteoblast_FANTOM_3	TMEM50A
Osteoblast_FANTOM_3	MKRN2
Osteoblast_FANTOM_3	CBY1
Osteoblast_FANTOM_3	TRAF3IP1
Osteoblast_FANTOM_3	RPS6KC1
Osteoblast_FANTOM_3	COPS7A
Osteoblast_FANTOM_3	AMOTL2
Osteoblast_FANTOM_3	MYOZ2
Osteoblast_FANTOM_3	NUDT9
Osteoblast_FANTOM_3	RNF121
Osteoblast_FANTOM_3	LIN7C
Osteoblast_FANTOM_3	NPLOC4
Osteoblast_FANTOM_3	DHX32
Osteoblast_FANTOM_3	IL26
Osteoblast_FANTOM_3	KCMF1
Osteoblast_FANTOM_3	STARD7
Osteoblast_FANTOM_3	C5orf15
Osteoblast_FANTOM_3	CCDC47
Osteoblast_FANTOM_3	PAPPA2
Osteoblast_FANTOM_3	EBF2
Osteoblast_FANTOM_3	ATG9A
Osteoblast_FANTOM_3	FTO
Osteoblast_FANTOM_3	TMEM185B
Osteoblast_FANTOM_3	MUL1
Osteoblast_FANTOM_3	TM2D3
Osteoblast_FANTOM_3	UNC119B
Osteoblast_FANTOM_3	FAM168B
Osteoblast_FANTOM_3	LRRC15
Osteoblast_FANTOM_3	DPY19L4
Osteoblast_HPCA_1	ACTG1
Osteoblast_HPCA_1	RHOA
Osteoblast_HPCA_1	CCKAR
Osteoblast_HPCA_1	EXTL1
Osteoblast_HPCA_1	FOXC2
Osteoblast_HPCA_1	GGCX
Osteoblast_HPCA_1	GLUD1
Osteoblast_HPCA_1	HIST1H1A
Osteoblast_HPCA_1	NFATC4
Osteoblast_HPCA_1	PGK1
Osteoblast_HPCA_1	SLC9A5
Osteoblast_HPCA_1	TUB
Osteoblast_HPCA_1	ZNF16
Osteoblast_HPCA_1	GDF5
Osteoblast_HPCA_1	SSNA1
Osteoblast_HPCA_1	EIF3G
Osteoblast_HPCA_1	FIBP
Osteoblast_HPCA_1	LONP1
Osteoblast_HPCA_1	ABCF2
Osteoblast_HPCA_1	RNF41
Osteoblast_HPCA_1	ARPC1A
Osteoblast_HPCA_1	MAB21L2
Osteoblast_HPCA_1	TXNL4A
Osteoblast_HPCA_1	CBY1
Osteoblast_HPCA_1	TRPC4AP
Osteoblast_HPCA_1	CHMP2A
Osteoblast_HPCA_1	ARL6IP4
Osteoblast_HPCA_1	TMED9
Osteoblast_HPCA_1	GLT8D1
Osteoblast_HPCA_1	PCDHGA11
Osteoblast_HPCA_1	IFT46
Osteoblast_HPCA_1	CUEDC2
Osteoblast_HPCA_1	FIP1L1
Osteoblast_HPCA_1	SFXN3
Osteoblast_HPCA_1	TMEM222
Osteoblast_HPCA_2	RHOA
Osteoblast_HPCA_2	EXTL1
Osteoblast_HPCA_2	GGCX
Osteoblast_HPCA_2	NFATC4
Osteoblast_HPCA_2	ZNF16
Osteoblast_HPCA_2	GDF5
Osteoblast_HPCA_2	FIBP
Osteoblast_HPCA_2	LONP1
Osteoblast_HPCA_2	ABCF2
Osteoblast_HPCA_2	MAB21L2
Osteoblast_HPCA_2	TXNL4A
Osteoblast_HPCA_2	CHMP2A
Osteoblast_HPCA_2	ARL6IP4
Osteoblast_HPCA_2	PCDHGA11
Osteoblast_HPCA_2	CUEDC2
Osteoblast_HPCA_2	TMEM222
Osteoblast_HPCA_3	ACTG1
Osteoblast_HPCA_3	RHOA
Osteoblast_HPCA_3	CCKAR
Osteoblast_HPCA_3	AP2S1
Osteoblast_HPCA_3	ATF6B
Osteoblast_HPCA_3	DPAGT1
Osteoblast_HPCA_3	DRG2
Osteoblast_HPCA_3	EXTL1
Osteoblast_HPCA_3	FOXC2
Osteoblast_HPCA_3	GGCX
Osteoblast_HPCA_3	GLUD1
Osteoblast_HPCA_3	HIST1H1A
Osteoblast_HPCA_3	HARS
Osteoblast_HPCA_3	IARS
Osteoblast_HPCA_3	EIF6
Osteoblast_HPCA_3	KIF22
Osteoblast_HPCA_3	NFATC4
Osteoblast_HPCA_3	PGK1
Osteoblast_HPCA_3	SLC9A5
Osteoblast_HPCA_3	SSR1
Osteoblast_HPCA_3	TUB
Osteoblast_HPCA_3	ZFPL1
Osteoblast_HPCA_3	ZNF16
Osteoblast_HPCA_3	GDF5
Osteoblast_HPCA_3	AKR7A2
Osteoblast_HPCA_3	SSNA1
Osteoblast_HPCA_3	EIF3G
Osteoblast_HPCA_3	FIBP
Osteoblast_HPCA_3	COX7A2L
Osteoblast_HPCA_3	LONP1
Osteoblast_HPCA_3	SNX17
Osteoblast_HPCA_3	ABCF2
Osteoblast_HPCA_3	SNUPN
Osteoblast_HPCA_3	RNF41
Osteoblast_HPCA_3	ARPC1A
Osteoblast_HPCA_3	MAB21L2
Osteoblast_HPCA_3	TXNL4A
Osteoblast_HPCA_3	PARK7
Osteoblast_HPCA_3	EXOC7
Osteoblast_HPCA_3	ABCB9
Osteoblast_HPCA_3	MTCH1
Osteoblast_HPCA_3	CBY1
Osteoblast_HPCA_3	LMOD1
Osteoblast_HPCA_3	TRPC4AP
Osteoblast_HPCA_3	HSPB7
Osteoblast_HPCA_3	CHMP2A
Osteoblast_HPCA_3	EPN1
Osteoblast_HPCA_3	ARL6IP4
Osteoblast_HPCA_3	TMED9
Osteoblast_HPCA_3	GLT8D1
Osteoblast_HPCA_3	PCDHGA11
Osteoblast_HPCA_3	IFT46
Osteoblast_HPCA_3	PRDM11
Osteoblast_HPCA_3	C12orf43
Osteoblast_HPCA_3	CUEDC2
Osteoblast_HPCA_3	ZNF768
Osteoblast_HPCA_3	CPSF7
Osteoblast_HPCA_3	FIP1L1
Osteoblast_HPCA_3	SFXN3
Osteoblast_HPCA_3	BRIP1
Osteoblast_HPCA_3	TMEM222
pDC_FANTOM_1	APOC3
pDC_FANTOM_1	CSHL1
pDC_FANTOM_1	DNASE1L3
pDC_FANTOM_1	GZMB
pDC_FANTOM_1	HIST1H2BB
pDC_FANTOM_1	HPD
pDC_FANTOM_1	KCNA5
pDC_FANTOM_1	SCT
pDC_FANTOM_1	P2RY14
pDC_FANTOM_1	LILRB4
pDC_FANTOM_1	CUX2
pDC_FANTOM_1	LRRC36
pDC_FANTOM_2	CSHL1
pDC_FANTOM_2	DNASE1L3
pDC_FANTOM_2	GZMB
pDC_FANTOM_2	HIST1H2BB
pDC_FANTOM_2	KCNA5
pDC_FANTOM_2	RPL3L
pDC_FANTOM_2	SCT
pDC_FANTOM_2	P2RY14
pDC_FANTOM_2	LILRB4
pDC_FANTOM_2	CUX2
pDC_FANTOM_2	LRRC36
pDC_FANTOM_3	CACNB1
pDC_FANTOM_3	DNASE1L3
pDC_FANTOM_3	FKBP2
pDC_FANTOM_3	GZMB
pDC_FANTOM_3	IL3RA
pDC_FANTOM_3	KCNA5
pDC_FANTOM_3	MYBPC1
pDC_FANTOM_3	SCT
pDC_FANTOM_3	SLC12A3
pDC_FANTOM_3	SPIB
pDC_FANTOM_3	ZNF221
pDC_FANTOM_3	MAPKAPK2
pDC_FANTOM_3	P2RY14
pDC_FANTOM_3	CXCL13
pDC_FANTOM_3	LILRB4
pDC_FANTOM_3	SLITRK3
pDC_FANTOM_3	CUX2
pDC_FANTOM_3	TSPAN13
pDC_FANTOM_3	SPCS1
pDC_FANTOM_3	TLR7
pDC_FANTOM_3	KCNK10
pDC_FANTOM_3	KCTD5
pDC_FANTOM_3	LRRC36
pDC_FANTOM_3	CELA2A
pDC_FANTOM_3	CCR2
pDC_NOVERSHTERN_1	FLT3
pDC_NOVERSHTERN_1	FUT7
pDC_NOVERSHTERN_1	GZMB
pDC_NOVERSHTERN_1	IDH3A
pDC_NOVERSHTERN_1	SCT
pDC_NOVERSHTERN_1	SPIB
pDC_NOVERSHTERN_1	CD2AP
pDC_NOVERSHTERN_1	TLR7
pDC_NOVERSHTERN_1	PTCRA
pDC_NOVERSHTERN_2	FLT3
pDC_NOVERSHTERN_2	FUT7
pDC_NOVERSHTERN_2	GZMB
pDC_NOVERSHTERN_2	IDH3A
pDC_NOVERSHTERN_2	SCT
pDC_NOVERSHTERN_2	SPIB
pDC_NOVERSHTERN_2	CD2AP
pDC_NOVERSHTERN_2	TLR7
pDC_NOVERSHTERN_2	KCNK10
pDC_NOVERSHTERN_2	PTCRA
pDC_NOVERSHTERN_3	RUNX2
pDC_NOVERSHTERN_3	FLT3
pDC_NOVERSHTERN_3	FUT7
pDC_NOVERSHTERN_3	CXCR3
pDC_NOVERSHTERN_3	GZMB
pDC_NOVERSHTERN_3	IDH3A
pDC_NOVERSHTERN_3	SCT
pDC_NOVERSHTERN_3	SPIB
pDC_NOVERSHTERN_3	TACR1
pDC_NOVERSHTERN_3	CD2AP
pDC_NOVERSHTERN_3	TLR7
pDC_NOVERSHTERN_3	KCNK10
pDC_NOVERSHTERN_3	PTCRA
Pericytes_ENCODE_1	ADCY3
Pericytes_ENCODE_1	CDK4
Pericytes_ENCODE_1	GGCX
Pericytes_ENCODE_1	HIC1
Pericytes_ENCODE_1	MLLT1
Pericytes_ENCODE_1	MYBPC2
Pericytes_ENCODE_1	P4HB
Pericytes_ENCODE_1	MAPK3
Pericytes_ENCODE_1	PTGER1
Pericytes_ENCODE_1	SLC6A13
Pericytes_ENCODE_1	TAF15
Pericytes_ENCODE_1	DYNLL1
Pericytes_ENCODE_1	ASH2L
Pericytes_ENCODE_1	ZBTB22
Pericytes_ENCODE_1	S1PR2
Pericytes_ENCODE_1	BCKDK
Pericytes_ENCODE_1	COPS6
Pericytes_ENCODE_1	TMED1
Pericytes_ENCODE_1	CBX6
Pericytes_ENCODE_1	TXN2
Pericytes_ENCODE_1	TMEM184B
Pericytes_ENCODE_1	ERGIC3
Pericytes_ENCODE_1	MIER2
Pericytes_ENCODE_1	ZNF444
Pericytes_ENCODE_1	PRDM11
Pericytes_ENCODE_2	ADCY3
Pericytes_ENCODE_2	ARF5
Pericytes_ENCODE_2	ARNT
Pericytes_ENCODE_2	ATP5G1
Pericytes_ENCODE_2	ATP5J
Pericytes_ENCODE_2	CALR
Pericytes_ENCODE_2	CDK4
Pericytes_ENCODE_2	CTBP1
Pericytes_ENCODE_2	DMWD
Pericytes_ENCODE_2	ELK1
Pericytes_ENCODE_2	GGCX
Pericytes_ENCODE_2	HIC1
Pericytes_ENCODE_2	ISLR
Pericytes_ENCODE_2	KIF22
Pericytes_ENCODE_2	MLLT1
Pericytes_ENCODE_2	MMP11
Pericytes_ENCODE_2	MYBPC2
Pericytes_ENCODE_2	MYBPH
Pericytes_ENCODE_2	NDUFB1
Pericytes_ENCODE_2	NDUFB7
Pericytes_ENCODE_2	NNAT
Pericytes_ENCODE_2	P4HB
Pericytes_ENCODE_2	PFN1
Pericytes_ENCODE_2	PPP2CB
Pericytes_ENCODE_2	PPP2R5D
Pericytes_ENCODE_2	MAPK3
Pericytes_ENCODE_2	PSMD8
Pericytes_ENCODE_2	PTGER1
Pericytes_ENCODE_2	TRIM27
Pericytes_ENCODE_2	SLC6A13
Pericytes_ENCODE_2	TNXB
Pericytes_ENCODE_2	SLC35A2
Pericytes_ENCODE_2	ZFPL1
Pericytes_ENCODE_2	TAF15
Pericytes_ENCODE_2	LZTR1
Pericytes_ENCODE_2	AKR7A2
Pericytes_ENCODE_2	DYNLL1
Pericytes_ENCODE_2	AP3D1
Pericytes_ENCODE_2	ASH2L
Pericytes_ENCODE_2	KCNAB3
Pericytes_ENCODE_2	ZBTB22
Pericytes_ENCODE_2	S1PR2
Pericytes_ENCODE_2	MED16
Pericytes_ENCODE_2	CTDSP2
Pericytes_ENCODE_2	ARFRP1
Pericytes_ENCODE_2	RNF41
Pericytes_ENCODE_2	BCKDK
Pericytes_ENCODE_2	TAB1
Pericytes_ENCODE_2	TIMM44
Pericytes_ENCODE_2	TM9SF1
Pericytes_ENCODE_2	TRIM3
Pericytes_ENCODE_2	GIPC1
Pericytes_ENCODE_2	YIF1A
Pericytes_ENCODE_2	KDELR1
Pericytes_ENCODE_2	LMAN2
Pericytes_ENCODE_2	COPS6
Pericytes_ENCODE_2	TMED1
Pericytes_ENCODE_2	RAB35
Pericytes_ENCODE_2	TMEM115
Pericytes_ENCODE_2	LZTS1
Pericytes_ENCODE_2	WDR6
Pericytes_ENCODE_2	COPZ1
Pericytes_ENCODE_2	MLXIP
Pericytes_ENCODE_2	RALY
Pericytes_ENCODE_2	CIC
Pericytes_ENCODE_2	USP22
Pericytes_ENCODE_2	CBX6
Pericytes_ENCODE_2	LMOD1
Pericytes_ENCODE_2	TXN2
Pericytes_ENCODE_2	TMEM184B
Pericytes_ENCODE_2	ZNF500
Pericytes_ENCODE_2	IRF2BP1
Pericytes_ENCODE_2	ERAL1
Pericytes_ENCODE_2	VPS4A
Pericytes_ENCODE_2	AHDC1
Pericytes_ENCODE_2	C19orf53
Pericytes_ENCODE_2	MYLPF
Pericytes_ENCODE_2	GMPPA
Pericytes_ENCODE_2	ERGIC3
Pericytes_ENCODE_2	GAR1
Pericytes_ENCODE_2	MIER2
Pericytes_ENCODE_2	TMEM161A
Pericytes_ENCODE_2	ATP5SL
Pericytes_ENCODE_2	ZNF444
Pericytes_ENCODE_2	PCDHGA9
Pericytes_ENCODE_2	PRDM11
Pericytes_ENCODE_2	PKNOX2
Pericytes_ENCODE_2	C11orf95
Pericytes_ENCODE_2	C7orf26
Pericytes_ENCODE_2	TSEN34
Pericytes_ENCODE_2	TMEM185B
Pericytes_ENCODE_2	ZNF768
Pericytes_ENCODE_2	HPS6
Pericytes_ENCODE_2	ADAMTS12
Pericytes_ENCODE_2	IL17RC
Pericytes_ENCODE_2	TOM1L2
Pericytes_ENCODE_2	TXLNA
Pericytes_ENCODE_3	ATP5J
Pericytes_ENCODE_3	BCS1L
Pericytes_ENCODE_3	CALR
Pericytes_ENCODE_3	DPAGT1
Pericytes_ENCODE_3	ELK1
Pericytes_ENCODE_3	GNAS
Pericytes_ENCODE_3	HIC1
Pericytes_ENCODE_3	DNAJC4
Pericytes_ENCODE_3	MMP11
Pericytes_ENCODE_3	MYBPC2
Pericytes_ENCODE_3	NDUFA8
Pericytes_ENCODE_3	NDUFB1
Pericytes_ENCODE_3	NDUFB7
Pericytes_ENCODE_3	NDUFS5
Pericytes_ENCODE_3	P4HB
Pericytes_ENCODE_3	PPIB
Pericytes_ENCODE_3	PPP2R5D
Pericytes_ENCODE_3	PSKH1
Pericytes_ENCODE_3	PSMD8
Pericytes_ENCODE_3	PTGER1
Pericytes_ENCODE_3	RAB5B
Pericytes_ENCODE_3	DPF2
Pericytes_ENCODE_3	TRIM27
Pericytes_ENCODE_3	RPN1
Pericytes_ENCODE_3	RXRB
Pericytes_ENCODE_3	SH3GL1
Pericytes_ENCODE_3	SLC6A4
Pericytes_ENCODE_3	SLC6A13
Pericytes_ENCODE_3	SSR2
Pericytes_ENCODE_3	SLC35A2
Pericytes_ENCODE_3	ZFPL1
Pericytes_ENCODE_3	USP5
Pericytes_ENCODE_3	LZTR1
Pericytes_ENCODE_3	CDK10
Pericytes_ENCODE_3	KHSRP
Pericytes_ENCODE_3	AKR7A2
Pericytes_ENCODE_3	DYNLL1
Pericytes_ENCODE_3	EDF1
Pericytes_ENCODE_3	AP3D1
Pericytes_ENCODE_3	ASH2L
Pericytes_ENCODE_3	KCNAB3
Pericytes_ENCODE_3	ZBTB22
Pericytes_ENCODE_3	SEC24C
Pericytes_ENCODE_3	SNX17
