NAME	MMS AN non-treated	MMS AO Non-treated	MMS AP Non-treated	MMS AR non-irradiated	MMS BA Non- treated  4x44K	MMS BB Non- treated 4x44K	MMS BC1 4x44K (w/o ORGANOIDS digestion)	MMS BE (without organoids)	MMS BF (without organoids)	MMS BL*	MMS E 08/05-08/19	MMS H1 Intact	MMS X Intact Exp1	MMS Z
subtype	not	not	not	not	not	not	CL	CL	not	not	CL	CL	CL	CL
84293	-0.0535	-1.2225	-1.0505	-1.6665	-0.9455	-1.1455	-0.5655	-0.8085	0.7695	-0.4045	0.7525	-0.2835	-1.2005	0.3705
84294	-1.7205	0.1995	-0.1405	-0.5485	-0.3395	-0.3465	0.3135	0.4745	-0.0695	-0.3685	2.1365	-0.5205	-0.7605	1.2265
84295	-1.5305	-5.00E-04	-0.0375	0.3091	0.1735	0.2245	0.2235	0.0085	-0.0225	-0.1355	1.7165	-0.6395	-0.8235	-0.8525
84296	-0.9515	-0.5025	-0.2635	-0.1355	-0.3195	-1.7725	-1.6615	-1.6435	-0.9455	-3.1185	-0.1535	-0.7895	-0.0035	0.4685
84298	-0.0079375	0.5741875	0.5753125	0.2281875	0.2481875	0.1881875	0.2481875	0.0781875	-0.0218125	0.1181875	0.1685	0.2681875	-0.1478125	-0.0408125
84299	0.069	0.165	0.363	1.015	0.075	-0.215	-0.355	-0.425	-0.225	-0.495	0.004	-0.065	-0.393	-0.102
843	-0.205354167	0.1755625	0.0003125	0.1623125	0.1103125	0.0075625	0.4173125	-0.4126875	-0.0998375	0.5203125	-0.016770833	-0.3126875	0.0883125	-0.4936875
84300	-0.225	0.412	0.411	0.778	0.415	-0.186	0.174	0.246	0.487	0.579	0.273	0.556	0.111	0.108
84301	-0.396	0.313	-0.041	-0.0488	0.378	-0.852	0.58	0.12	-0.979	-0.161	-0.291	0.034	0.213	-0.447
84302	0.919	1.846	2.042	1.832	1.26	1.39	1.504	2.755	1.875	2.558	0.387	0.5	0.906	0.162
84303	0.091	0.815	0.946	0.823	0.501	0.31	0.332	0.168	0.097	-0.156	0.683	0.321	-0.213	-0.04
84304	0.325	0.584	0.832	1.284	0.624	0.222	0.096	-0.386	-0.218	0.174	0.955	0.205	-0.363	0.373
84305	-0.141	0.244	0.488	1.008	-0.112	-0.862	-0.392	-0.202	0.068	-0.522	0.612	0.238	-0.396	0.105
84306	-0.573	0.05	0.151	0.631	0.004	0.139	-0.028	0.277	-0.14	-0.396	0.381	0.086	-0.43	-0.439
84307	-0.318	-1.175	-0.939	-1.777	-0.219	-0.44	-0.583	0.313	-0.29	-0.6	-0.324	-1.186	-0.615	0.067
84308	1.641	2.562	1.749	1.938	1.589	1.832	2.198	2.913	1.963	2.34	1.095	2.087	2.507	1.567
84309	-0.3705	-0.2925	-0.1535	-0.2025	-0.5095	-1.0755	-0.5525	-0.2725	-0.1235	-1.0995	0.6495	0.2375	-0.5025	0.8555
8431	-0.2535	-0.1515	0.1555	0.4515	0.0977	-1.2235	-0.6655	-0.8455	-0.7895	-1.0845	-0.1205	0.3695	-0.6845	-0.8515
84310	-0.0765	-0.1205	-0.0805	-0.2385	-0.2125	-0.6625	-0.6995	-0.0775	0.1495	-1.2435	0.2835	0.7095	-0.3745	1.0085
84311	0.11	0.447	0.326	0.147	-0.093	0.147	0.437	0.427	0.057	-0.013	-0.458	-0.073	-0.154	-0.122
84312	0.7485	0.4285	0.5205	-0.4045	0.4455	0.7325	0.7315	0.6115	0.9905	0.8115	-0.4805	0.5045	0.7245	-0.5135
84313	-0.099	0.198	0.426	1.543	0.748	0.05	-0.156	-0.273	-0.321	-0.367	1.39	-0.124	-0.223	0.863
84314	-0.017666667	0.011166667	-0.2428	0.2865	-1.2455	0.2305	0.2115	-0.4255	-0.5395	-0.2855	0.35525	-0.1685	-0.4295	-0.5115
84315	0.1065	0.5785	0.5635	0.9855	0.5905	0.3975	0.5385	0.0565	-0.0795	0.2365	0.1355	-0.1875	0.1515	0.1495
84316	0.04705	0.28305	0.32405	-0.116505556	-0.42495	-0.06395	-0.33095	-1.90495	-0.16595	-0.5385	-0.074949182	0.08405	0.14205	0.11405
84317	-0.1735	0.2395	0.2725	0.0455	0.1655	-0.0745	0.3255	0.2455	0.0255	-0.0445	-0.7535	-0.0845	0.2225	-0.3165
84318	-0.941	-0.294	-0.248	-0.639	-0.499	-0.669	-0.449	-0.529	-0.429	-1.049	0.203	-0.419	-0.353	-0.014
84319	-0.63225	-0.13325	-0.27525	-0.99825	-0.03025	0.31475	0.37875	0.10825	-0.06475	0.00425	-0.69825	0.51475	0.37275	0.64425
84320	0.14	0.349	0.249	0.682	0.451	-0.16	0.565	0.306	0.391	0.479	-0.151	0.389	0.609	0.16
84321	0.220125	0.310125	0.3305	-0.3065	-0.0555	-0.1595	-0.8015	-0.3675	-0.3875	-0.5845	0.249625	-0.3405	-0.1525	-0.0795
84322	-0.134	0.522	0.667	1.165	-0.011	-0.229	-0.161	-0.148	-0.412	-0.151	0.271	-0.134	-0.016	-0.281
84324	1.0115	1.3255	1.5275	0.3545	0.6825	0.1245	0.2395	-0.2945	0.1135	0.2155	-0.0615	0.2385	-0.1245	0.1485
84326	-1.07	-0.625	-0.617	0.473	-0.064	-0.55	-0.521	-0.638	-1.031	-0.895	0.535	-0.175	-0.33	0.36
84327	0.609	-0.409	-0.605	0.158	-0.862	-0.212	0.348	0.908	0.058	-0.932	1.866	-0.012	0.599	1.645
84328	0.1155	0.1765	0.2395	0.8185	-0.0925	0.6645	-0.0035	-0.0685	0.4545	-0.3445	0.8085	-0.1675	-0.2595	-0.2835
84329	0.1655	-0.4745	-0.1575	0.05025	0.5175	-0.0655	0.0115	0.8185	0.3105	-0.4185	-0.3685	0.2045	0.3685	-0.3845
8433	-0.225	0.112	0.164	0.546	0.113	-0.338	-0.101	-0.539	-0.395	-0.775	-0.129	0.256	0.165	-0.785
84330	-0.078328571	0.050957143	0.173242857	-0.2891	0.0321	-0.0179	-0.0089	-0.4969	-0.2356	-0.4109	0.012385714	0.3491	-0.0849	0.0371
84331	-0.8055	-0.8005	-0.7365	-0.5705	-0.7915	-1.1595	-0.9535	-1.1745	-1.2615	-1.3845	0.4845	-0.9555	-0.2435	-0.0845
84332	-0.02325	0.33325	0.170714286	0.059	1.62	2.709	-0.871	-0.072714286	-0.052	-0.4666	0.12775	1.761	-0.135	0.068
84333	-0.2595	-0.8305	-0.4665	0.1345	-0.7965	-0.9355	-0.2245	-1.0145	-0.4275	-0.8235	-0.1095	-0.5175	-0.6295	-0.6435
84334	-0.083	0.378	0.512	0.103	0.304	0.503	0.706	0.709	0.375	0.261	-0.144	0.358	0.018	0.117
84335	0.502	-0.976	-0.749	-1.969	0.104	-0.272	-0.078	0.396	-0.069	0.234	0.907	0.616	0.371	1.916
84336	-0.2145	0.0915	0.0835	0.5995	0.2195	-0.2505	-0.2105	-0.8105	-0.5905	-0.4605	0.0855	-0.3705	-0.0615	-0.1705
84337	0.6285	0.0745	-0.0825	-0.4025	0.0855	0.0075	0.1275	0.5195	-0.2545	-0.5525	0.6315	0.4475	0.2195	0.1725
8434	0.367	0.433	-0.747	-0.407	-0.145	0.685	2.62	2.84	1.671	2.455	1.206	2.103	1.957	2.193
84340	0.625	-0.05	-0.092	-0.224	-0.034	0.009	-0.109	-0.043	-0.141	-0.046	-0.623	-0.511	-0.254	-0.001
84343	0.7765	0.0365	0.0465	-0.9035	-0.802	-1.1385	-0.2535	-0.5885	-0.7085	-0.6385	-1.1435	-0.9535	-0.886	-1.789
8435	0.647	0.662	0.946	1.002	0.786	1.657	0.92	-0.094	0.739	-0.223	1.886	0.427	0.396	0.695
8436	-2.2195	-1.1095	-0.8045	-0.6725	-2.3755	-0.2655	1.1338	1.6134	1.3683	-0.9835	-0.9285	-2.0605	-0.9405	-1.3605
84364	0.4265	-0.4545	-0.7475	-0.5735	-0.1025	-0.4115	-0.4295	-0.1165	-0.1925	-0.2405	0.9855	0.6305	0.5555	1.4465
84365	0.6165	0.7005	0.1905	-0.9485	0.2005	1.0485	1.0755	0.8805	1.1275	0.8025	-0.3825	1.1765	0.8945	0.3315
84366	-1.248	-0.644	-0.366	0.302	-0.672	-1.578	-0.812	-1.115	-0.579	-1.706	0.846	-1.705	-0.716	-0.098
8437	0.7875	0.3305	0.5215	1.0945	0.6605	0.1425	-0.1965	-0.2985	-0.4045	-0.3635	-0.0885	-0.0405	-0.2995	-1.2805
84376	-0.743	-0.323	-0.497	-0.023	0.263	0.304	0.366	1.283	0.779	0.088	0.887	0.118	-0.324	0.268
8438	-1.4245	-0.7535	-0.8265	-0.4315	-0.9415	-1.0715	-0.8415	-2.0715	-1.4615	-1.6315	-1.0915	-0.9715	-1.5935	-1.0365
8439	0.034833333	0.056166667	0.2095	-0.0335	0.0265	0.1565	0.9665	1.7865	0.9965	0.5665	-0.0625	0.7765	1.7145	0.8425
844	-0.6395	-0.4215	-0.2615	-0.0405	-0.6285	-0.1395	-0.0905	-0.0985	-0.4125	0.7565	0.1155	-0.1885	0.1825	-0.7645
8440	0.3375	-0.1555	0.1175	0.4025	-0.12375	-0.3075	-1.0395	0.6315	0.053722222	-0.1105	-0.4595	-0.1565	-0.4215	-0.6605
84417	-0.04340625	0.02159375	0.95259375	0.17240625	1.64559375	1.73559375	-0.06895625	0.47278125	0.035149306	0.91459375	-0.11040625	-0.47640625	-1.25640625	-0.69140625
84418	0.845	0.689	0.582	1.023	0.829	0.62	0.774	0.955	0.667	0.87	1.233	0.644	1.06	0.235
84419	2.085	1.343	1.199	3.724	0.804	1.354	-0.676	-1.466	-1.636	0.864	-0.655	-1.336	-2.693	-4.06
8443	-0.4885	-0.8915	-0.8985	-1.4795	-0.2255	0.1085	-0.2075	-0.1755	0.1965	-0.3525	-0.5425	-0.0775	0.0615	0.3025
84432	-0.481	0.035	-0.38	0.61	-0.222142857	1.202	-1.519	0.1408125	-0.259166667	-0.066	-0.341	-0.337	-0.103	0.39765
84433	0.193416667	0.247333333	0.216166667	-0.9155	-0.0405	-0.6125	-0.4125	-0.2525	-0.4735	-1.2205	0.3215	-0.2505	0.1865	-0.2975
84437	0.411833333	0.3595	0.264833333	0.288	0.919	0.955	1.394	0.882	1.131	1.01	-0.2255	0.783	0.817	-0.763
8444	0.99	2.313	1.749	1.866	1.736	2.036	2.666	2.306	2.496	2.756	0.745	1.776	2.325	1.21
84440	-0.056	-0.4445	0.2875	-0.3535	-0.3785	-0.8045	-1.183	-1.6305	-1.0865	-1.1095	-1.692	-1.627	-1.5355	-2.041
84444	0.053	0.165	0.134	0.327	-0.363	-0.189	-0.326	0.001	-0.218	-0.364	0.646	0.221	0.133	0.723
84445	0.9255	0.6605	1.0545	1.1835	0.5475	0.1915	0.0325	0.7015	0.4655	0.2955	0.9615	0.2295	0.4415	1.3875
84446	-0.4056	0.199	0.2082	1.3558	-0.1132	0.1228	0.0798	-1.1302	0.1068	0.2658	0.427	0.0068	-0.0542	0.3788
84447	0.017	0.156	0.282	0.424	-1.01	-1.091	-0.194	1.002	-0.134	-0.258	-0.065	-0.064	0.136	0.164
84448	-0.5765	-0.0305	-0.0665	-0.8615	-0.8525	-0.5855	-1.1485	-0.8975	-0.5495	0.8075	-0.6125	-1.0315	-1.1525	-1.3195
84449	0.18175	0.15275	-0.18925	0.60375	-1.17625	0.46175	-1.95725	-0.16575	0.14275	0.22975	0.02175	0.20325	0.35775	-0.01425
8445	0.824	1.628	1.804	0.771	1.116	1.21	0.898	1.68	1.401	0.824	0.225	1.484	1.826	0.724
84450	0.104	-0.26075	-0.2695	-1.0235	-0.5635	0.0085	0.9385	0.3675	-0.0615	0.0545	-0.18375	-0.3925	0.3205	-0.4865
84451	-0.336666667	0.170666667	-0.002	0.478	-0.008	-0.065	0.184	-0.252	0.067	-0.369	-0.119833333	-0.19	0.107	-0.771
84457	-0.13	0.326	0.305333333	1.2095	-0.1845	0.0925	-0.0155	-0.3785	-0.1755	-0.3235	0.253666667	-0.4105	0.4385	-1.6505
84460	-0.440785714	-0.160214286	-0.595071429	-2.1705	-1.8805	-1.7105	-1.3305	-0.0305	-0.8805	-1.3405	-0.050928571	-1.6305	-2.1985	-0.3025
84465	-0.06	0.302	-0.062	1.288	-0.039	-0.177	-0.232	-0.033	-0.012	-1.857	-0.556	0.273	-0.17	0.829
84466	0.870666667	-0.055333333	0.253666667	-0.382583333	0.251666667	0.803666667	0.138766667	0.159	-0.047733333	0.236666667	-1.134333333	-0.517333333	0.182666667	-1.494333333
84467	-0.2175	0.4695	0.4005	1.1335	-0.1065	-0.2365	0.1885	-0.0055	-0.0145	-0.2425	0.1015	0.1305	0.2215	-0.5245
8447	-0.091214286	0.125214286	0.007214286	0.0955	-6.9025	-1.3505	0.6715	1.1035	0.4475	-0.43775	0.124357143	0.2995	-0.3605	-0.4085
8448	-0.002083333	0.08375	0.01675	0.275583333	-0.436916667	-0.232916667	-0.365916667	-0.002916667	-0.062916667	-0.561916667	-0.324516667	-0.024916667	-0.171916667	-0.473916667
8449	-0.036	-0.043	-0.042	0.24	-0.03	-0.37	-0.37	-0.28	-0.49	-0.38	-0.671	-0.13	-0.382	0.657
845	0.043166667	0.052333333	0.168833333	0.5405	0.262777778	-0.0707	0.2321	0.5495	0.410166667	0.6545	0.606666667	0.1685	0.1435	3.0975
8450	-0.1334	-0.4268	-0.3754	-0.155	-0.538	0.448	0.407	0.498	0.164	-0.179	0.127	-0.045	0.302	-0.907
84501	-0.1245	-0.3215	-0.3205	-0.2305	0.1345	-4.9915	-0.4445	0.1715	-1.7885	-0.8275	0.3625	0.2875	0.0575	-0.1015
84503	-0.141166667	0.0655	-0.100166667	0.2435	-0.1935	-0.1895	-0.3095	-0.0925	-0.1145	0.0765	-0.096666667	0.1145	0.1095	-0.2045
84504	0.138	0.545	0.366	0.4458125	-0.212	-0.055	0.055	0.615	-0.005	-0.988	-0.229	-0.245	0.288	0.763
8451	0.463	-0.082	-0.152	-1.323	0.062	-0.14	-0.051	-0.134	-0.082	0.334	-0.59	0.018	0.16	0.042
84513	-0.856571429	-0.068571429	0.075714286	0.894	0.229	-1.265	-0.826	-0.079	-0.306	-0.413	0.523571429	-1.171	-0.581	1.807
84514	-0.0435	0.2845	0.5265	0.8785	0.4335	0.6265	0.4025	0.6485	0.0215	0.7645	-0.5055	0.2495	0.1215	0.3355
84515	-0.801	-0.233	-0.149	0.189	-0.277	-0.629	-0.378	-0.377	-0.304	-0.538	0.26	-0.577	-1.184	0.237
84516	0.031944444	0.039722222	0.004833333	0.9165	0.9035	0.0815	0.0055	-0.7085	-0.4765	-0.3455	0.305277778	0.3115	-0.4455	-0.1745
84517	0.19795	0.19595	0.14295	0.383825	0.01895	0.40395	0.19545	5.00E-05	1.14695	1.53695	-0.03505	0.58595	0.49295	-0.20805
84518	0.2275	0.3075	0.5765	1.4825	0.6625	0.2445	0.2075	-0.0135	-0.0605	0.1435	0.1305	-0.1665	-0.0425	-0.0105
84519	-0.801	-0.476	0.041	-0.344	0.137	-0.101	-0.419	-2.339	-0.697	-0.917	-0.281	-0.469	-0.455	-1.627
8452	0.003	-0.235	-0.483	-0.817	0.108	0.09575	-0.1353	0.045	0.07915	0.056	-0.676	-0.456	0.182	-1.223
84520	0.1475	-0.092277778	-0.096388889	-1.2245	-0.8365	0.3215	0.3905	-0.0165	0.2445	0.1125	-0.601055556	-0.1105	-0.1325	-0.1285
84522	0.34	0.086	0.17	0.678	0.508	0.648	0.738	0.768	0.658	0.728	0.031	0.298	-0.112	-0.133
84524	0.043	0.282	0.263	0.14	0.295	0.218	0.054	0.161	0.302	0.064	0.059	0.66	-0.081	0.281
84525	-0.65	-1.301	-1.904	-1.949	-1.081	-1.205	-4.989	-2.302	-1.954	-1.375	-1.508	-0.682	-2.173	-1.121
84527	-0.012142857	0.137857143	0.262142857	-0.284	0.025	0.36	0.236	-0.096	-0.035	0.48	0.196	-0.017	0.461	-0.589
84529	0.4545	-0.2175	0.0995	0.9885	1.2605	0.8455	0.7275	3.5135	1.2945	0.3395	-0.3265	0.6085	1.1385	-0.5015
8453	0.2224	0.0399	-0.0245	0.2885	0.3955	0.8315	0.1355	0.1025	0.3565	0.4605	-0.1956	-0.1825	0.4305	-0.9965
84532	-1.562	-1.574	-1.472	-1.046	-1.616	-2.146	-1.886	-1.996	-1.906	-2.246	-0.577	-1.956	-1.635	-1.169
84536	-0.3495	-0.2725	-0.1765	0.3455	-0.2325	-0.1245	0.0455	-0.2465	-0.0365	-0.3375	0.0985	-0.2705	-0.2505	-0.0205
84539	-0.333	-0.401	-0.0796	0.414	-0.455	0.015	-0.166	-0.4	-0.143	-0.294	-0.023	0.006	0.577	1.095
8454	-0.2165	-0.6865	-0.5745	-0.5525	0.1495	-0.3865	-0.1705	-0.2315	-0.0545	0.1735	-0.1005	-0.4425	0.0685	0.0995
84545	-0.098	0.467	0.34	-0.279	0.541	0.121	0.491	0.331	0.331	0.131	0.313	0.061	-0.217	0.321
84547	0.45575	-0.00525	-0.039583333	-0.89375	0.94425	0.67525	0.19825	0.22425	-1.27275	1.53625	-0.189416667	0.58425	0.84925	-0.64875
84548	0.891	0.215	0.457	-0.083	0.997	-0.447	0.218	0.397	0.447	0.34	-0.499	0.676	0.404	0.149
84549	0.4325	0.3965	0.3225	0.3575	0.9495	0.7075	0.8795	0.5665	0.4005	0.6835	-0.2365	0.4565	0.5665	-0.2095
8455	0.375	-0.681	-0.865	-0.109	0.353	-0.146	0.285	-0.006	-0.22	-0.04	0.03	0.309	0.937	0.596
84552	-0.599	-0.494	-0.11	-0.103	-0.621	-0.786	0.284	-0.518	-0.284	-1.919	-1.147	2.303	-0.618	-0.911
84553	0.692	-0.015	0.433	0.226	0.84	0.308	-0.176	-0.654	-0.162	0.11	-0.527	-0.318	-0.083	-1.063
84557	0.1215	0.1265	0.1585	0.3875	-0.0725	0.2575	0.4705	0.3975	0.0285	0.2645	0.7955	0.2545	-0.2715	0.3415
8456	0.0245	0.8995	0.4885	0.7595	-0.1145	-0.1415	0.1515	-0.1635	0.1335	-0.2145	-0.3015	-0.3805	0.3745	-0.6565
84560	-0.125472222	0.618527778	0.608527778	0.709327778	-0.072472222	0.219527778	-0.069472222	-0.044472222	0.215527778	-0.471972222	-0.091805556	-0.313472222	0.049527778	1.693527778
84561	-0.0265	0.361	0.3555	-0.084	-0.171	0.238	0.355	-0.093	0.165	0.032	0.453833333	0.227	-0.063	-0.295
84570	-0.05675	0.07025	0.0505	0.576	-0.374	-0.131	0.466	-0.158	0.007	0.015	-0.25975	0.2	0.589	-0.604
84572	-0.3375	-0.6755	-0.6795	-0.1785	-0.2865	-0.5735	-0.3605	0.5465	-0.0665	-0.4035	0.6035	0.3625	0.6285	1.3895
8458	-0.3295	-0.4065	-0.5235	-0.6095	-0.4875	-0.7395	-1.6725	-0.8415	-0.7845	-0.7865	-1.1285	-0.6515	-0.9105	-0.9585
8459	-0.321	0.33	0.798	0.381	0.672	0.169	-1.214	-0.98	-1.306	0.458	-2.09	-1.272	0.016	-1.435
846	0.034	0.415	0.522	0.6	-0.215	-0.163	-0.24	-0.04	-0.297	-1.844	0.131	0.132	-0.501	0.116444444
8460	2.35	2.621	3.088	1.517	2.277	2.382	2.832	2.616	2.067	2.552	1.54	2.819	2.524	2.243
84612	0.065142857	0.084857143	-0.161333333	-0.122	0.002	0.145	0.444	0.196	-0.019	-1.088	0.040857143	0.147	-0.366	-0.573
84614	-0.3495	-0.4405	-0.2955	0.137642857	-0.0365	-0.3736	-0.2315	-1.1045	-0.7314	-3.5155	1.4095	-0.6995	-0.4055	-0.1025
84616	-0.207	0.118	-0.548	0.689666667	0.0153	0.205	0.052	0.06975	-0.474888889	-0.890333333	-0.055	0.063	0.53	0.0177
84617	2.1625	2.0295	2.2295	1.1285	1.5045	1.6185	0.8145	1.0725	1.1805	1.5135	0.8895	1.0375	1.2695	1.5635
84618	-0.3424	0.3946	0.317	-0.739	-0.101666667	0.665	-0.003	0.85	-0.0981	0.431	0.2604	-0.057	-0.151	0.961
84619	0.0275	-0.3275	-0.0735	0.1075	-0.1915	-0.4515	-0.4305	-0.5765	-0.3875	-0.6605	0.4725	-0.6065	-0.1975	0.1465
8462	0.394	-0.683	-0.872	-0.057	-0.142	0.066	0.326	0.528	0.484	0.404	-1.179	-0.281	-0.248	-0.705
84620	-0.169325	0.098275	0.030075	0.079858333	-0.439725	-0.169725	-0.176725	0.069275	-0.120725	-0.146975	0.001475	-0.315725	0.152275	-0.327725
84622	-0.127875	0.066875	0.002625	-0.079225	-0.211625	-0.376625	-0.159625	-0.291625	-0.413625	-0.474625	0.158125	-0.369625	-0.203625	0.219375
84623	-0.09	0.417	0.363	0.1309	-0.319	-0.329	-0.159	-0.129	-0.359	-3.079	-0.121	-0.159	0.186	-0.723
8463	0.64	-0.542	-0.288	0.163666667	1.56	0.161	-0.02505	0.476	0.083	0.304	0.844	0.573	0.203	1.061
84631	-0.103166667	0.000666667	0.022933333	-1.029666667	-0.193666667	-0.225666667	-0.039666667	-0.066666667	-0.043666667	0.340333333	-0.125666667	-0.237666667	-0.204666667	-1.038666667
84632	-0.320571429	-0.140738095	-0.373071429	-0.069071429	-0.126071429	-0.276071429	-0.267071429	-0.370071429	-0.271071429	-0.465071429	-0.271471429	-0.372071429	-0.375071429	1.766928571
84634	-0.3105	-0.1865	-0.0485	0.7305	-0.0375	-0.2015	0.5225	-0.2385	0.1745	-0.8585	0.5945	0.7475	0.0325	0.4205
84636	-0.274	-0.662	0.065	-0.252666667	0.068	-0.002	0.325	-0.058	0.322	0.503	0.3465	0.427	0.072	1.626
84639	0.1497	0.3675	0.6559	2.0623	-0.077	-0.085366667	-0.160366667	-1.2967	-0.079477778	0.079871429	0.3473	0.2813	-0.2577	-0.3117
8464	0.332666667	0.440833333	0.395	0.928	0.804	0.679	0.28	0.521	0.318	0.171	0.126777778	-0.008	-1.311	-0.77
84640	0.352	-0.376	-0.324	-0.76	0.028	0.128	-0.172	-0.142	-0.182	0.778	-1.227	-0.192	-0.089	-0.951
84641	0.082	-1.152	-0.775	-2.129	-0.26	0.864	0.406	0.361	0.688	0.526	-1.824	0.174	0.071	-0.671
84643	-0.1965	-0.1055	0.0295	-0.0341	-0.2755	-0.2225	-0.3595	-0.3615	-0.3415	-0.101166667	-0.041	0.1045	0.2215	0.028055556
84645	-0.060071429	0.084642857	-0.051785714	-0.1495	-0.5145	0.1355	0.3495	-0.2415	-0.1685	-0.1315	-0.066928571	-0.2755	-0.4465	-1.1665
84647	-0.242875	-0.1345	-0.096875	-0.275	-1.57	-0.792	-0.326	-0.345	-0.568	-1.717	-0.520375	-0.335	-1.245	-0.49
84648	-0.1475	0.0575	0.2035	0.5465	-0.2935	-0.1175	-0.0125	-0.1335	-0.0295	-0.0555	-0.3095	0.1245	0.0105	0.0665
84649	0.135	0.062	0.153	0.0796875	-0.37	-1.162	-0.076	-2.893	-0.141	-0.152	0.255	-0.316	0.013	0.56
84650	-0.2015	0.5805	0.4895	-0.4885	-0.1275	0.2345	0.7465	0.5435	-0.3525	0.2265	-0.9535	0.6625	0.3565	-0.1455
84651	0.143	0.282	0.254	1.241	-0.173	-0.197	-0.258	-0.077	-0.484	-0.026	0.473	0.009	0.047	-0.063
84654	-0.535	0.244	-0.021	0.6195	-0.113888889	-0.019	-0.017	-0.174	-0.344	-0.106714286	0.11925	-0.688	0.076	0.333
84656	-0.007	0.222	0.045	0.241	0.118	1.188	0.98	-0.035	0.162	0.119	0.679	0.134	0.094	0.157
84657	-0.2685	-0.7415	-0.2505	1.1585	-0.1275	-0.1985	-0.0705	-0.0965	-0.3015	-0.9045	-0.1755	0.1065	-0.0515	0.1315
84658	-0.137833333	-0.013833333	0.245166667	0.622166667	-0.329533333	-0.334388889	-0.376333333	-0.280833333	-0.249833333	0.2385	-0.273333333	0.310166667	0.005166667	0.769966667
84659	0.462	0.149	0.318	-0.323	-0.017777778	0.008	-0.0218	-1.664	-0.0154	-0.046	-0.24	-0.167	-0.135	-0.82
84660	-0.042857143	0.144142857	0.664142857	0.310142857	-0.525412698	-0.123857143	-1.141857143	-0.133857143	-0.039412698	-0.015857143	-0.857857143	0.653142857	0.264142857	-0.232857143
84661	-0.3855	-0.2425	0.0575	-1.0885	-0.6985	0.0415	-0.1925	-0.4355	-0.5375	-0.2355	-1.0375	-0.9135	-0.8425	-1.2185
84662	-0.01375	0.07375	0.00775	0.345214286	0.276	0.381	0.374	0.133	0.184	0.111	0.183166667	0.427	0.182	-0.276
84663	-0.50475	-0.40375	-0.314	0.075	-3.44	-1.064	-0.3	-2.51	-2.167	-0.983	-0.666125	-0.328	-0.339	-2.845
84665	0.492	0	0.07	0.333	0.319	0.246	0.632	0.117	0.253	-0.231	-0.235	-0.348	-0.057	-1.088
84666	-0.0895	0.2865	0.2955	0.503333333	-0.2145	-0.1045	-0.1055	-0.1345	-0.4225	0.0025	-0.0645	0.1355	-0.0445	-0.4265
84667	-0.253	-0.408	-0.024	-1.509	-0.856	-0.882	-0.749	-0.577	0.002	-2.148	-0.743	2.417	-0.458	-0.224
84668	0.8575	0.8605	0.5495	-0.3355	0.4925	0.4795	1.2095	1.1845	0.9555	1.7775	-0.0185	0.8505	1.1275	0.2425
84669	0.2765	0.2535	0.1355	-0.4235	0.6655	0.2875	-0.1945	-0.1995	0.2245	0.0795	-0.7895	0.1165	0.2595	-0.1565
8467	0.4315	0.2715	0.4035	0.1385	0.8835	0.6165	0.6905	0.3155	0.4695	0.7565	-0.9395	-0.1345	0.2805	-0.3185
84671	0.17705	-0.13	-0.0968	-0.329	0.029	0.162	0.433	-0.274	-0.359	0.181	-0.2615	-0.374	0.221	-0.131
84672	-0.042	0.372	0.356	0.051857143	-0.309	-0.156	-0.328	-0.083	-0.187	-0.29	0.355	0.141	-0.267	0.661
84674	2.126	1.448	0.956	2.395	0.496	0.501	1.833	1.887	0.842	0.96	0.538	1.468	2.291	1.526
84675	0.319533333	0.553533333	0.411533333	-0.275133333	-0.025466667	-0.171466667	-0.263466667	-1.189466667	-0.350466667	-0.312466667	-0.000633333	-0.571466667	0.639533333	0.536533333
84676	-0.711	0.325	-0.429	-0.115	-1.471	-6.062	-0.005	-0.615	-2.34	-0.855	0.377	-0.598	-0.244	1.818
84677	0.2705	0.8175	0.9835	-0.1995	-2.8035	0.0795	0.0135	-2.6105	0.1975	-5.8945	-0.4085	0.0815	-1.3845	-1.2935
84678	0.1785	-0.3845	-0.1015	-1.2835	-0.5975	-0.1975	-0.3625	-0.4705	-0.5015	-0.7305	-1.2335	0.2795	0.2875	-0.1255
84679	0.066	0.556	0.813	1.236	1.874	0.203	-0.271	-0.885	0.649	0.218	0.363	0.247	-0.142	0.865
8468	-0.408	0.108	0.334	0.38375	-0.155	-0.16	0.144	-0.107	-0.229	-0.127333333	-0.539	0.083	-0.164	-1.148
84680	-0.337714286	0.033285714	0.132142857	0.703	0.347	-0.165	0.365	0.573	0.151	0.32	0.358714286	-0.069	0.424	1.221
84681	-0.517	0.026	0.021	-0.099	-0.583	-0.265	-0.002	-0.322	-0.001	-0.212	0.525	-0.107	-0.295	-0.155
84684	-0.158194444	0.203805556	-0.150194444	0.19959127	-0.485194444	0.245805556	-0.072194444	-0.314194444	-0.369194444	-0.389881944	-0.059194444	0.266805556	-0.077194444	-0.384194444
84687	0.176	-0.23	-0.077	0.460285714	-0.268	0.087	0.039	-0.082	-0.137	-0.244777778	0.679	-0.143	0	2.16
84688	0.155	0.335	0.338	0.844	-0.073	0.018	0.489	-0.077	0.16	0.758	0.429	0.056	-0.007	-0.118
84689	-0.235425	-0.07605	0.1867	-0.200925	-0.79955	-0.85355	-1.70155	-0.81155	-0.47455	-0.38755	-0.21705	-0.38355	-0.42055	0.22645
